gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
2,1,4,2,1,2,3,4,3,5,3,,1,4,2,3,2,5,3,3,5,,4,2,4,2,,1,3,1,4,4,4,5,4,5,,1,,3,2,1,1,3,1,3,3,5,4,2,1,2,60,3,5,9,7,3,3,0,1,1,0,0,1,1,0,1,5,5,1,5,5,1,2,2,,4,3,1,4,3,1,3,1,,2,8,0,1,5,2,1,3,2,3,2,1,4,2,1,4,1,4,4,2,3,5,2,,2,2,3,2,1,2,1,,4,8,1,1,1,0,6,,2,13,,,9,5,,5,4,1,120,3,4,3,2.25,2,1.5,5.75,14,5,16,11,8,,1,4,0,,3,,8,Boy,Yes,I describe myself in another way,No,Yes,No,I don't know,3 years old,3,5 - Completely true,3,,1 - Completely not true,4,2,Often,A little like me,Very much like me,Somewhat like me,Some of the time,All of the time,,Often,Rarely,Often,Rarely,,Strongly agree,Disagree,Strongly agree,Strongly disagree,Fairly Often,Fairly Often,Very Often,Fairly Often,5 - Not happy or unhappy,,Never,,Always,Sometimes,Never,Never,Always,Never,Always,Always,Never,Strongly disagree,Agree,Yes,2 days,Around 1 hour,Sometimes,3 to 4 hours,Several,No,Yes,Yes,No,No,Yes,Yes,No,Yes,A lot,5 - Always,1 - Never,5 - Always,5 - Always,Yes,Slightly,Somewhat helpful,,Fully,3,1 - Never,4,3,Yes,Mostly,Not helpful,,Slightly,8,No,Yes,Don't know,Agree,Strongly agree,Neither agree nor disagree,Agree,Occasionally,Some of the time,Often or always,Hardly ever,Some of the time,Strongly agree,Fully,Richer,Unsure,Very interested,Slightly,Rarely,A lot,A little,,A little,1-3 times in last 6 months,4+ times in last 6 months,1-3 times in last 6 months,Yes,Slightly,Not helpful,,Fully,Year 8,FSM,SEN,Ethnic minority,No,School F
2,1,6,3,3,3,2,11,,1,3,1,,3,2,3,4,2,1,4,5,3,1,5,3,2,3,4,2,2,3,3,2,5,2,10,5,3,2,1,2,3,1,1,2,3,1,2,4,1,1,6,90,5,2,9,5,5,1,0,0,0,1,0,0,1,1,0,1,4,5,4,3,,,,,2,2,2,5,,0,,,4,4,4,0,2,4,1,2,3,1,3,2,1,3,2,2,2,2,2,1,1,4,3,5,4,1,4,3,1,0,,,1,4,8,0,0,1,0,2,,2,10,23,11,10,10,11,2,5,1,540,1,7,1,,4,1,,12,1,16,,4,18,1,3,0,4.5,4,13,7,Boy,Yes,Prefer not to say,Unsure,I don't know,I don't know,No,10 years old,,1 - Completely not true,3,1 - Completely not true,,3,2,Often,Mostly like me,A little like me,Not at all like me,Often,All of the time,Some of the time,None of the time,All of the time,Some of the time,Rarely,Disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Almost Never,Very Often,Almost Never,10 - Very happy,Prefer not to say,Always,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Always,Never,Some of the time,Strongly disagree,Strongly agree,Yes,6 days,Around 1.5 hours,Almost never,Less than 1 hour,None ,No,No,No,Yes,No,No,Yes,Yes,No,Not at all,4,5 - Always,4,3,,,,,Slightly,2,2,5 - Always,,No,,,Very comfortable,Fully,4,No,Unsure,Very unsafe,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Occasionally,Some of the time,Often or always,Occasionally,Some of the time,Agree,Slightly,Poorer,Quite a few,Not interested,Not at all,Never,Somewhat,A lot,Quite a bit,Not at all,A few times a week,4+ times in last 6 months,Not at all,No,,,Very uncomfortable,Fully,Year 8,Non-FSM,Non-SEN,Ethnic minority,No,School B
5,2,1,,3,3,,8,2,3,4,3,4,2,7,5,5,2,4,3,3,2,3,1,5,4,3,1,1,3,2,5,4,2,2,3,2,3,,1,3,1,1,2,1,3,1,2,2,4,,2,30,4,3,,8,3,1,1,0,1,1,0,0,1,0,0,3,5,3,5,4,0,,,1,2,3,1,2,5,1,4,1,,2,5,1,1,4,1,2,1,3,3,1,1,3,1,1,4,2,2,1,2,3,4,5,4,5,2,4,2,1,4,3,,2,8,0,1,1,1,6,20,7,16,21,15,3,3,,2,4,,60,2,6,1,1,2.5,4,7.5,10,3,17,11,5,18,1,4,0,5.5,3,18,7,Currently unsure,No,Bi/pansexual,,I don't know,I don't know,,7 years old,2,3,4,3,4,2,7,Always,Very much like me,A little like me,Mostly like me,Some of the time,Some of the time,Rarely,Some of the time,None of the time,All of the time,Often,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Very Often,Fairly Often,Almost Never,Almost Never,3,Agree,Always,,Never,Always,Never,Never,Sometimes,Never,Always,Never,Some of the time,Agree,Strongly disagree,,2 days,Around 30 minutes,Not often,1 to 2 hours,None ,Yes,No,Yes,Yes,No,No,Yes,No,No,Somewhat,5 - Always,3,5 - Always,4,No,,,Very uncomfortable,Slightly,3,1 - Never,2,5 - Always,Yes,Fully,Not helpful,,Slightly,5 - Not happy or unhappy,Yes,Yes,Very unsafe,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Occasionally,Often or always,Often or always,Occasionally,Often or always,Strongly agree,Fully,Poorer,Quite a few,Not interested,Slightly,Rarely,Quite a bit,A lot,Quite a bit,A lot,1-3 times in last 6 months,A few times a week,1-3 times in last 6 months,Yes,Fully,Very helpful,,Slightly,Year 8,Non-FSM,SEN,Ethnic minority,Yes,School F
3,5,3,3,3,2,3,5,,5,2,3,5,1,3,4,2,5,3,5,5,2,1,2,2,4,2,2,1,4,3,4,3,1,3,1,1,3,3,3,3,1,3,,1,1,2,3,3,2,1,6,90,4,7,6,6,3,4,0,1,1,0,0,0,0,0,0,5,1,2,3,2,1,2,3,,2,5,3,2,5,0,,,4,3,,0,0,4,,1,2,2,1,2,,4,4,3,2,2,4,,5,1,5,5,5,4,3,4,2,1,4,,,2,8,1,1,1,1,6,,3,14,21,13,5,1,,3,5,1,540,2,2,4,3,4,,,9,5,8,15,,,1,2,0,,1,19,6,Non-binary,Not sure,Heterosexual/straight,Unsure,I don't know,No,I don't know,4 years old,,5 - Completely true,2,3,5 - Completely true,1 - Completely not true,3,Very often,A little like me,Very much like me,Somewhat like me,All of the time,All of the time,Rarely,None of the time,Rarely,Rarely,Often,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Fairly Often,Sometimes,Never,Sometimes,1,Strongly agree,Always,Always,Always,Always,Never,Always,,Never,Never,Sometimes,Occasionally,Disagree,Agree,Yes,6 days,Around 1.5 hours,Not often,5 to 6 hours,Lots,No,Yes,Yes,No,No,No,No,No,No,A lot,1 - Never,2,3,2,Yes,Slightly,Very helpful,,Slightly,5 - Always,3,2,5 - Always,No,,,Very comfortable,Mostly,,No,No,Very unsafe,,Strongly agree,Agree,Agree,Often or always,Some of the time,,Hardly ever,Hardly ever,Disagree,Slightly,Poorer,Unsure,,Unsure,Often,A lot,A lot,A lot,Quite a bit,4+ times in last 6 months,A few times a week,1-3 times in last 6 months,Yes,Fully,,,Slightly,Year 8,FSM,SEN,Ethnic minority,Yes,School F
,3,6,,3,2,1,6,4,5,2,2,3,3,10,5,2,2,3,5,3,2,5,2,4,1,4,2,1,3,4,4,2,1,2,3,5,1,2,3,3,3,1,1,,1,3,5,4,3,0,3,120,,8,5,8,4,1,1,0,0,0,1,1,1,0,0,1,3,4,3,4,0,,,4,,4,3,4,1,1,2,3,,3,7,1,2,3,1,5,1,,3,2,4,4,4,2,4,4,1,,5,2,5,3,,4,3,2,4,0,,,2,2,8,0,1,2,0,5,19,10,12,22,11,5,3,,5,3,0,360,,1,1,4,3,2,9,,1,14,12,7,,1,3,,,2,,6,,Prefer not to say,Prefer not to say,,I don't know,No,Yes,5 years old,4,5 - Completely true,2,2,3,3,10 - completely,Always,A little like me,A little like me,Somewhat like me,All of the time,Some of the time,Rarely,All of the time,Rarely,Often,None of the time,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Fairly Often,Almost Never,Never,Almost Never,3,Prefer not to say,Never,Sometimes,Always,Always,Always,Never,Never,,Never,Always,Never,Strongly disagree,Disagree,No,3 days,Around 2 hours or more,,6 to 7 hours,None ,Yes,No,No,No,Yes,Yes,Yes,No,No,Not at all,3,4,3,4,No,,,Very comfortable,,4,3,4,1 - Never,Yes,Slightly,Very helpful,,Mostly,7,Yes,Unsure,Fairly unsafe,Strongly agree,Strongly disagree,Strongly agree,,Occasionally,Some of the time,Hardly ever,Hardly ever,Hardly ever,Agree,Fully,Don't know,Not many,,Unsure,Sometimes,A lot,Somewhat,,Quite a bit,4+ times in last 6 months,1-3 times in last 6 months,A few times a week,No,,,Uncomfortable,Slightly,Year 8,Non-FSM,SEN,White British,No,School E
,4,3,,2,3,3,14,4,1,2,5,1,4,7,5,2,5,5,4,3,5,2,4,,3,4,1,3,1,1,2,3,4,2,9,5,3,2,2,1,3,2,1,3,3,2,2,,2,0,1,90,1,4,,7,5,1,1,0,1,0,1,1,0,1,1,2,1,2,4,4,1,1,1,,1,1,1,3,5,1,2,2,,4,6,0,,4,1,4,5,1,1,5,,1,1,1,2,4,1,1,2,4,5,2,3,5,1,3,3,1,,3,,3,10,0,0,2,1,2,11,7,17,,15,9,9,8,2,,0,90,5,5,1,1,2.25,,,10,2,11,10,6,14,1,4,,4,4,15,8,,I describe myself in another way,Heterosexual/straight,,No,I don't know,I don't know,13 years old,4,1 - Completely not true,2,5 - Completely true,1 - Completely not true,4,7,Always,A little like me,Very much like me,Very much like me,Often,Some of the time,All of the time,Rarely,Often,,Some of the time,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Almost Never,Sometimes,Fairly Often,Almost Never,9,Prefer not to say,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Some of the time,,Agree,No,1 day,Around 1.5 hours,Almost always,2 to 3 hours,None ,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,A little,1 - Never,2,4,4,Yes,Not at all,Not helpful,,Not at all,1 - Never,1 - Never,3,5 - Always,Yes,Slightly,Somewhat helpful,,Fully,6,No,,Very unsafe,Strongly agree,Disagree,Strongly disagree,Strongly agree,Often or always,Never,,Often or always,Often or always,Strongly agree,Slightly,Don't know,Not many,Not interested,Slightly,Never,A lot,A little,Somewhat,A lot,Not at all,4+ times in last 6 months,4+ times in last 6 months,Yes,,Very helpful,,Mostly,Year 10,Non-FSM,Non-SEN,White British,Yes,School B
2,3,5,2,3,1,2,9,4,5,,4,4,3,5,4,1,1,4,1,1,5,3,1,5,4,4,2,4,2,4,1,5,2,4,11,2,1,,3,2,3,2,2,2,1,3,2,1,2,1,6,120,1,2,7,2,7,4,0,1,1,0,0,1,0,0,1,4,5,3,5,5,0,,,1,1,2,2,,2,1,3,1,,4,4,0,2,2,5,5,3,,5,1,4,1,3,3,3,1,2,5,2,1,3,4,1,3,2,4,3,0,,,1,2,10,1,1,2,0,3,,5,10,20,9,8,,,2,7,1,720,5,7,4,1,2,1,4,10,4,18,,4,,1,2,0,,1,11,6,Boy,Prefer not to say,Currently unsure,No,I don't know,Yes,No,8 years old,4,5 - Completely true,,4,4,3,5,Very often,Not at all like me,Not at all like me,Mostly like me,None of the time,None of the time,All of the time,Some of the time,None of the time,All of the time,Often,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Never,Very Often,Almost Never,Fairly Often,Prefer not to say,Agree,Never,,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Some of the time,Strongly agree,Agree,Yes,6 days,Around 2 hours or more,Almost always,Less than 1 hour,Lots,No,Yes,Yes,No,No,Yes,No,No,Yes,Quite a bit,5 - Always,3,5 - Always,5 - Always,No,,,Very uncomfortable,Not at all,2,2,,2,Yes,Mostly,Not helpful,,Fully,4,No,Unsure,Fairly safe,Strongly disagree,Strongly disagree,Neither agree nor disagree,,Never,Often or always,Hardly ever,Often or always,Occasionally,Disagree,Mostly,Richer,Quite a few,Unsure,Slightly,Often,Somewhat,Quite a bit,Not at all,Somewhat,1-3 times in last 6 months,A few times a week,4+ times in last 6 months,No,,,Very uncomfortable,Slightly,Year 10,FSM,SEN,White British,No,School C
1,1,6,1,2,1,3,16,,3,3,5,1,2,6,1,3,2,1,4,3,2,5,1,4,5,,2,1,3,3,2,2,,5,3,1,2,3,1,1,3,1,1,3,1,1,4,3,2,0,1,90,2,6,4,9,2,2,1,1,0,1,0,1,1,0,0,,3,1,2,2,1,1,2,,1,2,1,2,5,0,,,4,4,1,,1,3,4,5,5,2,5,4,2,5,2,1,4,,4,5,,1,2,2,1,,2,1,2,0,,,3,4,8,0,0,1,1,4,,6,7,24,,,3,13,4,5,0,90,4,3,2,1.75,4,3,8.75,13,,8,10,1,10.3333333333333,1,4,,,1,,10,Girl,Yes,Prefer not to say,Yes,No,Yes,I don't know,15 years old,,3,3,5 - Completely true,1 - Completely not true,2,6,Almost never,Somewhat like me,A little like me,Not at all like me,Often,Some of the time,Rarely,All of the time,None of the time,Often,All of the time,,Agree,Strongly agree,Disagree,Disagree,Almost Never,Almost Never,,Very Often,3,Strongly agree,Sometimes,Always,Never,Never,Always,Never,Never,Always,Never,Never,Hardly ever,Disagree,Agree,No,1 day,Around 1.5 hours,Often,4 to 5 hours,Limited,Yes,Yes,No,Yes,No,Yes,Yes,No,No,,3,1 - Never,2,2,Yes,Not at all,Somewhat helpful,,Not at all,2,1 - Never,2,5 - Always,No,,,Very comfortable,Fully,1,,Yes,Fairly unsafe,Disagree,Strongly disagree,Strongly disagree,Agree,Never,Hardly ever,Some of the time,Never,Some of the time,Strongly agree,Fully,,Unsure,Unsure,,Often,A little,A little,Not at all,,1-3 times in last 6 months,Not at all,1-3 times in last 6 months,No,,,Comfortable,Fully,Year 8,Non-FSM,Non-SEN,Ethnic minority,Yes,School D
6,2,3,2,2,1,3,1,2,5,2,2,4,4,9,3,5,5,2,2,5,1,1,3,2,1,1,3,2,2,4,4,3,2,1,4,5,1,2,2,1,1,2,2,1,2,1,2,1,3,1,0,90,1,6,3,2,7,4,0,1,1,1,1,1,0,0,0,4,5,1,,2,,,,,2,5,1,4,1,0,,,4,4,1,1,2,4,1,5,2,5,1,5,4,3,2,,1,4,,1,4,2,4,2,2,5,4,1,4,1,3,1,,4,10,1,0,1,1,4,23,9,15,15,13,4,4,15,2,6,1,0,5,3,4,,4,2,,11,4,,11,1,12,1,,,,2,13,6,Prefer not to say,No,Heterosexual/straight,No,No,Yes,I don't know,Under 1 year old,2,5 - Completely true,2,2,4,4,9,Often,Very much like me,Very much like me,A little like me,Rarely,All of the time,None of the time,None of the time,Some of the time,Rarely,None of the time,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Fairly Often,Sometimes,Almost Never,Never,4,Prefer not to say,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Some of the time,Strongly agree,Disagree,Yes,0 days,Around 1.5 hours,Almost always,4 to 5 hours,Lots,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Quite a bit,5 - Always,1 - Never,,2,,,,,Slightly,5 - Always,1 - Never,4,1 - Never,No,,,Very comfortable,Fully,1,Yes,Unsure,Very unsafe,Strongly agree,Strongly disagree,Agree,Strongly disagree,Often or always,Never,Hardly ever,Occasionally,Some of the time,,Not at all,Don't know,,Not interested,Fully,Sometimes,Quite a bit,A little,A little,A lot,A few times a week,Not at all,A few times a week,Yes,Mostly,Not helpful,,Fully,Year 10,FSM,Non-SEN,Ethnic minority,Yes,School D
1,2,5,3,1,3,3,7,2,4,1,1,2,4,8,4,4,1,3,1,1,,3,2,,5,2,1,1,,3,4,3,3,1,10,4,3,1,3,,1,1,2,3,3,2,4,3,4,0,1,30,2,3,6,1,9,3,0,1,0,0,0,0,0,0,1,1,5,4,5,4,0,,,4,2,4,5,3,3,,,,,1,3,1,2,3,3,2,5,3,4,3,2,4,3,3,1,2,2,1,2,3,1,3,1,4,2,4,2,,,,,2,10,0,0,1,,7,20,8,12,,,5,10,,4,3,0,30,4,6,3,4,,,,6,1,18,15,3,13.3333333333333,1,2,0,5.5,3,9,7,Girl,No,Currently unsure,Unsure,Yes,I don't know,I don't know,6 years old,2,4,1 - Completely not true,1 - Completely not true,2,4,8,Very often,Mostly like me,Not at all like me,Somewhat like me,None of the time,None of the time,,Some of the time,Rarely,,All of the time,Agree,Strongly agree,Strongly agree,,Disagree,Fairly Often,Sometimes,Sometimes,Never,10 - Very happy,Strongly disagree,Always,Never,Always,,Never,Never,Sometimes,Always,Always,Sometimes,Hardly ever,Disagree,Strongly disagree,No,1 day,Around 30 minutes,Often,1 to 2 hours,Several,No,Yes,No,No,No,No,No,No,Yes,Not at all,5 - Always,4,5 - Always,4,No,,,Very comfortable,Slightly,4,5 - Always,3,3,,,,,Not at all,3,Yes,Unsure,Fairly unsafe,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Hardly ever,Occasionally,Some of the time,Hardly ever,Occasionally,Disagree,Not at all,Poorer,Quite a few,Not interested,Slightly,Rarely,Not at all,Somewhat,Not at all,Quite a bit,1-3 times in last 6 months,A few times a week,1-3 times in last 6 months,,,,,Slightly,Year 10,Non-FSM,Non-SEN,Ethnic minority,,School G
5,1,1,2,1,1,1,15,3,4,1,1,2,2,1,1,1,2,5,2,1,5,3,3,4,1,4,4,1,2,2,5,5,2,2,6,5,1,3,1,2,1,3,3,,3,1,5,4,4,1,6,,4,7,1,5,5,2,0,0,1,1,0,0,1,0,1,1,4,4,1,1,0,,,4,3,5,2,3,,1,2,2,,4,4,1,,4,5,4,5,,2,4,5,3,5,3,1,1,2,4,3,2,1,4,2,5,1,2,2,0,,,2,2,10,1,1,2,1,1,17,1,9,19,12,2,6,,5,2,1,,2,2,2,4,2.25,2,8.25,10,1,10,,4,,1,2,0,9.5,2,12,10,Currently unsure,Yes,Bi/pansexual,No,Yes,Yes,Yes,14 years old,3,4,1 - Completely not true,1 - Completely not true,2,2,1,Almost never,Not at all like me,A little like me,Very much like me,Rarely,None of the time,All of the time,Some of the time,Some of the time,Often,None of the time,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Very Often,Very Often,Almost Never,Almost Never,6,Prefer not to say,Never,Always,Never,Sometimes,Never,Always,Always,,Always,Never,Never,Strongly disagree,Strongly disagree,Yes,6 days,,Not often,5 to 6 hours,Limited,No,No,Yes,Yes,No,No,Yes,No,Yes,Not at all,4,4,1 - Never,1 - Never,No,,,Very comfortable,Mostly,5 - Always,2,3,,Yes,Slightly,Somewhat helpful,,Fully,4,Yes,,Very unsafe,Strongly disagree,Disagree,Strongly disagree,,Some of the time,Hardly ever,Never,Occasionally,Never,Disagree,Not at all,Richer,Quite a few,Very interested,Mostly,Sometimes,Not at all,Quite a bit,A little,A lot,Not at all,1-3 times in last 6 months,1-3 times in last 6 months,No,,,Uncomfortable,Slightly,Year 10,FSM,SEN,White British,Yes,School A
3,3,2,3,2,3,3,7,5,5,,2,4,,4,2,4,2,2,4,5,3,3,3,2,1,,3,4,3,3,3,5,4,3,8,3,3,3,1,1,1,3,2,,1,3,5,4,1,1,4,90,3,9,,2,4,4,1,0,0,0,1,0,1,0,0,5,2,3,1,3,0,,,4,3,2,1,5,,0,,,3,4,,1,2,,,4,3,1,5,5,2,3,3,1,1,3,4,4,3,1,2,2,2,2,4,4,4,0,,,1,3,10,1,,2,0,7,,4,10,21,,7,8,,5,5,1,360,3,0,4,4,3,1,8,11,5,9,,,,1,4,1,,1,8,3,Non-binary,Prefer not to say,Gay/lesbian,Unsure,No,I don't know,I don't know,6 years old,5 - Completely true,5 - Completely true,,2,4,,4,Sometimes,Mostly like me,A little like me,A little like me,Often,All of the time,Some of the time,Some of the time,Some of the time,Rarely,None of the time,,Disagree,Strongly disagree,Disagree,Disagree,Sometimes,Very Often,Fairly Often,Sometimes,8,Disagree,Always,Always,Never,Never,Never,Always,Sometimes,,Never,Always,Never,Strongly disagree,Strongly agree,Yes,4 days,Around 1.5 hours,Sometimes,7 hours or more,Lots,Yes,No,No,No,Yes,No,Yes,No,No,A lot,2,3,1 - Never,3,No,,,Very comfortable,Mostly,2,1 - Never,5 - Always,,No,,,Comfortable,Fully,,Yes,Unsure,,,Disagree,Neither agree nor disagree,Strongly agree,Never,Never,Some of the time,Occasionally,Occasionally,Strongly agree,Not at all,About the same,Unsure,Very interested,Mostly,Often,A little,A little,A little,A little,A few times a week,A few times a week,A few times a week,No,,,Very uncomfortable,Mostly,Year 10,FSM,,White British,No,School G
5,4,6,1,2,3,2,6,2,4,4,4,5,5,7,2,5,1,4,4,1,3,3,5,5,3,,2,3,2,4,4,4,2,4,8,4,2,1,1,3,1,1,1,3,,1,3,3,3,0,6,60,5,6,3,8,3,1,0,1,0,0,1,1,1,1,0,,2,2,3,4,0,,,,2,5,4,2,2,0,,,4,2,9,1,1,1,1,1,4,5,2,1,,1,4,1,4,4,3,,5,1,5,3,2,4,3,4,4,1,2,1,,1,10,1,0,1,1,1,24,7,12,24,,6,8,,3,4,0,360,1,3,1,,4,1.5,,9,,11,13,9,18,1,4,,,1,14,4,Currently unsure,I describe myself in another way,Prefer not to say,Yes,No,I don't know,No,5 years old,2,4,4,4,5 - Completely true,5 - Completely true,7,Sometimes,Very much like me,Not at all like me,Mostly like me,Often,None of the time,Some of the time,Some of the time,All of the time,All of the time,Some of the time,,Agree,Disagree,Agree,Strongly disagree,Fairly Often,Fairly Often,Almost Never,Fairly Often,8,Strongly disagree,Sometimes,Never,Never,Always,Never,Never,Never,Always,,Never,Occasionally,Disagree,Disagree,No,6 days,Around 1 hour,Almost never,4 to 5 hours,None ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,,2,2,3,4,No,,,,Slightly,5 - Always,4,2,2,No,,,Very comfortable,Slightly,9,Yes,Yes,Very safe,Strongly agree,Strongly agree,Disagree,Strongly disagree,Some of the time,Often or always,,Often or always,Hardly ever,Strongly agree,Fully,Don't know,A lot,,Unsure,Often,A lot,Somewhat,A little,Quite a bit,4+ times in last 6 months,A few times a week,A few times a week,Yes,Slightly,Not helpful,,Not at all,Year 10,FSM,Non-SEN,Ethnic minority,Yes,School A
,3,3,1,3,1,3,7,,2,2,,2,4,6,1,2,2,2,4,2,2,2,3,,5,2,3,2,2,2,4,3,3,5,2,,2,2,1,3,,3,2,2,3,2,4,3,3,,2,60,5,3,4,3,5,1,1,1,1,1,0,1,0,0,0,3,1,3,3,1,0,,,4,4,1,3,2,2,0,,,3,4,4,0,0,2,1,1,,3,3,3,4,3,2,4,2,1,2,3,5,2,2,,4,1,3,4,1,1,2,1,,3,10,0,1,1,,5,,6,7,,14,9,2,,4,4,,120,1,6,1,4,3,1.5,8.5,13,3,8,8,4,,1,1,0,,2,,7,,Prefer not to say,Heterosexual/straight,Yes,I don't know,Yes,I don't know,6 years old,,2,2,,2,4,6,Almost never,A little like me,A little like me,A little like me,Often,Rarely,Rarely,Rarely,Some of the time,,All of the time,Agree,Disagree,Agree,Agree,Agree,Fairly Often,Sometimes,Sometimes,Very Often,2,,Sometimes,Sometimes,Never,Always,,Always,Sometimes,Sometimes,Always,Sometimes,Hardly ever,Disagree,Disagree,,2 days,Around 1 hour,Almost never,1 to 2 hours,None ,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Somewhat,1 - Never,3,3,1 - Never,No,,,Very comfortable,Fully,1 - Never,3,2,2,No,,,Comfortable,Fully,4,No,No,Fairly safe,Strongly agree,Strongly agree,,Neither agree nor disagree,Occasionally,Occasionally,Hardly ever,Occasionally,Some of the time,Strongly disagree,Slightly,Richer,Quite a few,Quite interested,Unsure,Sometimes,A little,,Quite a bit,Not at all,4+ times in last 6 months,A few times a week,Not at all,Yes,Slightly,Not helpful,,Mostly,Year 10,Non-FSM,SEN,Ethnic minority,,School E
