variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
support_score,5.533333333333333,15.0,School E,All,Girl,All,All,101.0,7.0,4.8316831683168315,0.4618330338562001,4.3698501344606315,5.2935162021730315,above,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5,16.0,School E,All,Girl,All,All,104.0,7.0,0.46153846153846156,0.0657381661211204,0.3958002954173412,0.5272766276595819,average,Sleep,"
How much sleep young people get"
physical_score,220.0,12.0,School E,All,Girl,All,All,93.0,7.0,238.06451612903226,44.53839492157387,193.5261212074584,282.6029110506061,average,Physical activity,"
How physically active young people are"
free_like_score,2.8125,16.0,School E,All,Girl,All,All,108.0,7.0,3.1481481481481484,0.3446933255264572,2.803454822621691,3.4928414736746056,average,Free time,"
How often young people can do things that they like in their free time"
media_score,3.0,16.0,School E,All,Girl,All,All,111.0,7.0,3.5495495495495497,0.5093989281631355,3.040150621386414,4.058948477712685,below,Social media use,"
How much time young people spend on social media"
places_score,2.466666666666667,15.0,School E,All,Girl,All,All,106.0,7.0,2.4716981132075473,0.26412695593459157,2.2075711572729557,2.735825069142139,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.576923076923077,13.0,School E,All,Girl,All,All,81.0,6.0,2.419753086419753,0.14969571221576924,2.270057374203984,2.5694487986355226,above,NULL,NULL
home_talk_score,2.173076923076923,13.0,School E,All,Girl,All,All,86.0,6.0,2.5,0.2102621054398199,2.2897378945601803,2.7102621054398197,below,NULL,NULL
peer_talk_score,2.730769230769231,13.0,School E,All,Girl,All,All,96.0,7.0,2.4869791666666665,0.42273441318463434,2.0642447534820323,2.9097135798513007,average,NULL,NULL
talk_score,NULL,NULL,School E,All,Girl,All,All,36.0,3.0,7.222222222222222,0.6124511822319261,6.609771039990296,7.834673404454149,nan,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.615384615384615,13.0,School E,All,Girl,All,All,94.0,7.0,10.351063829787234,0.47444460992436205,9.876619219862873,10.825508439711596,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.875,16.0,School E,All,Girl,All,All,102.0,7.0,2.9901960784313726,0.23976451426563555,2.750431564165737,3.229960592697008,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.538461538461538,13.0,School E,All,Girl,All,All,96.0,7.0,12.0625,0.5957401123164575,11.466759887683542,12.658240112316458,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.916666666666666,12.0,School E,All,Girl,All,All,73.0,6.0,11.95890410958904,0.7718123723990433,11.187091737189997,12.730716481988084,above,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.538461538461538,13.0,School E,All,Girl,All,All,101.0,7.0,5.326732673267327,0.8859539894204167,4.4407786838469105,6.2126866626877435,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,15.49999999999999,10.0,School E,All,Girl,All,All,33.0,3.0,14.929292929292926,0.3855378889175173,14.543755040375409,15.314830818210442,above,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,16.0,School E,All,Girl,All,All,111.0,7.0,1.027027027027027,0.041183916667474604,0.9858431103595524,1.0682109436945015,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.6666666666666665,15.0,School E,All,Girl,All,All,101.0,7.0,2.4356435643564356,0.29566778363088075,2.139975780725555,2.731311347987316,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.45454545454545453,11.0,School E,All,Girl,All,All,59.0,5.0,0.4576271186440678,0.12619075834870905,0.3314363602953587,0.5838178769927769,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,School E,All,Girl,All,All,10.0,1.0,7.1,0.0,7.1,7.1,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.533333333333333,15.0,School E,All,Girl,All,All,107.0,7.0,2.6448598130841123,0.20421987496646668,2.440639938117646,2.849079688050579,average,Climate change,"
Worries regarding climate change"
social_score,NULL,NULL,School E,All,Girl,All,All,44.0,4.0,11.977272727272727,0.33913680735756657,11.63813591991516,12.316409534630294,nan,Support from friends,"
The support young people receive from their peers"
bully_score,7.5,14.0,School E,All,Girl,All,All,104.0,7.0,7.625,0.37771319342230925,7.247286806577691,8.00271319342231,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,16.333333333333332,12.0,School E,All,Boy,All,All,83.0,6.0,17.59036144578313,0.9050515466326357,16.685309899150496,18.495412992415766,below,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.588235294117647,17.0,School E,All,Boy,All,All,139.0,7.0,4.906474820143885,0.31867844414307867,4.587796376000806,5.225153264286964,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.333333333333334,15.0,School E,All,Boy,All,All,129.0,7.0,12.10077519379845,0.8060763751377584,11.294698818660692,12.906851568936208,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,18.916666666666668,12.0,School E,All,Boy,All,All,82.0,6.0,20.804878048780488,1.0221140317167179,19.78276401706377,21.826992080497206,below,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,12.8,10.0,School E,All,Boy,All,All,75.0,6.0,13.24,0.4686041673842281,12.771395832615772,13.708604167384228,average,Self-esteem,"
How much young people value themselves"
stress_score,7.133333333333334,15.0,School E,All,Boy,All,All,113.0,7.0,8.238938053097344,0.7158421861597166,7.523095866937628,8.954780239257062,below,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,5.294117647058823,17.0,School E,All,Boy,All,All,126.0,7.0,4.674603174603175,0.8853948593436803,3.7892083152594944,5.559998033946855,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,10.0,10.0,School E,All,Boy,All,All,76.0,6.0,10.210526315789474,0.7953693998151702,9.415156915974304,11.005895715604645,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.1666666666666665,18.0,School E,All,Boy,All,All,140.0,7.0,3.1785714285714284,0.23661387737888454,2.941957551192544,3.4151853059503128,average,Loneliness,"
How often young people feel lonely"
support_score,5.055555555555555,18.0,School E,All,Boy,All,All,127.0,7.0,4.881889763779528,0.26480128221629134,4.617088481563236,5.146691045995819,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.375,16.0,School E,All,Boy,All,All,135.0,7.0,0.45185185185185184,0.07197723321162097,0.37987461864023087,0.5238290850634728,below,Sleep,"
How much sleep young people get"
physical_score,184.0,15.0,School E,All,Boy,All,All,124.0,7.0,233.9516129032258,71.0846353599199,162.8669775433059,305.0362482631457,average,Physical activity,"
How physically active young people are"
free_like_score,3.25,16.0,School E,All,Boy,All,All,135.0,7.0,3.066666666666667,0.11480405420162773,2.9518626124650393,3.1814707208682944,above,Free time,"
How often young people can do things that they like in their free time"
media_score,5.333333333333333,18.0,School E,All,Boy,All,All,142.0,7.0,4.429577464788732,0.5160326438373166,3.913544820951415,4.945610108626049,above,Social media use,"
How much time young people spend on social media"
places_score,2.6666666666666665,18.0,School E,All,Boy,All,All,141.0,7.0,2.4397163120567376,0.2440705744146545,2.1956457376420833,2.683786886471392,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.7205882352941178,17.0,School E,All,Boy,All,All,127.0,7.0,2.6102362204724407,0.1750996192057325,2.4351366012667084,2.785335839678173,average,NULL,NULL
home_talk_score,2.7884615384615383,13.0,School E,All,Boy,All,All,115.0,7.0,2.667391304347826,0.1122586263390833,2.5551326780087424,2.7796499306869094,above,NULL,NULL
peer_talk_score,2.4,15.0,School E,All,Boy,All,All,126.0,7.0,2.5873015873015874,0.22342515334522933,2.3638764339563583,2.8107267406468166,average,NULL,NULL
talk_score,7.7,10.0,School E,All,Boy,All,All,90.0,7.0,7.986111111111111,0.28816300746496276,7.697948103646148,8.274274118576074,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,9.0,15.0,School E,All,Boy,All,All,116.0,7.0,10.051724137931034,0.6639920213962146,9.387732116534819,10.715716159327249,below,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.4705882352941178,17.0,School E,All,Boy,All,All,127.0,7.0,2.921259842519685,0.3653434387014095,2.5559164038182756,3.286603281221095,below,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.941176470588236,17.0,School E,All,Boy,All,All,117.0,7.0,12.05982905982906,0.4358797713067668,11.623949288522294,12.495708831135826,above,Support from staff,"
The support received from adults at school"
home_relationship_score,11.923076923076923,13.0,School E,All,Boy,All,All,107.0,7.0,12.327102803738319,0.6143920879882391,11.71271071575008,12.941494891726558,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.5625,16.0,School E,All,Boy,All,All,127.0,7.0,4.811023622047244,0.30386099113498477,4.507162630912259,5.114884613182229,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,NULL,NULL,School E,All,Boy,All,All,36.0,3.0,15.490740740740737,0.6018035364026594,14.888937204338077,16.092544277143396,nan,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,18.0,School E,All,Boy,All,All,142.0,7.0,1.0070422535211268,0.0148748973106674,0.9921673562104594,1.0219171508317941,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.7058823529411766,17.0,School E,All,Boy,All,All,129.0,7.0,2.488372093023256,0.19084248503956458,2.2975296079836913,2.6792145780628203,above,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.375,16.0,School E,All,Boy,All,All,92.0,6.0,0.43478260869565216,0.09508420611608681,0.33969840257956535,0.5298668148117389,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,School E,All,Boy,All,All,22.0,2.0,8.022727272727273,0.6182625838505282,7.404464688876745,8.640989856577802,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.111111111111111,18.0,School E,All,Boy,All,All,137.0,7.0,2.4671532846715327,0.25517146386165307,2.21198182080988,2.7223247485331856,below,Climate change,"
Worries regarding climate change"
social_score,11.538461538461538,13.0,School E,All,Boy,All,All,87.0,7.0,11.574712643678161,0.7989995518286606,10.7757130918495,12.373712195506823,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.277777777777778,18.0,School E,All,Boy,All,All,136.0,7.0,7.639705882352941,0.3150586854686353,7.324647196884306,7.954764567821576,below,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,17.82051282051282,39.0,School E,All,All,FSM,All,245.0,7.0,18.191836734693876,0.39991313375053456,17.791923600943342,18.59174986844441,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.895833333333333,48.0,School E,All,All,FSM,All,349.0,7.0,5.011461318051576,0.42341097183460213,4.588050346216974,5.434872289886178,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.88,50.0,School E,All,All,FSM,All,347.0,7.0,12.072046109510087,0.3514410154570899,11.720605094052997,12.423487124967176,average,Optimism,"
Young people's hopefulness and confidence for the future"
