variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
local_env_score,14.44927536231884,23.0,School E,Year 10,All,All,All,157.0,6.0,15.301486199575372,0.7482110474902934,14.553275152085078,16.049697247065666,below,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,47.0,School E,Year 10,All,All,All,309.0,6.0,0.9773462783171522,0.02891915285444455,0.9484271254627076,1.0062654311715966,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4878048780487805,41.0,School E,Year 10,All,All,All,280.0,6.0,0.4607142857142857,0.05000885080084877,0.4107054349134369,0.5107231365151345,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.4848484848484848,33.0,School E,Year 10,All,All,All,219.0,6.0,0.3287671232876712,0.0778405032501112,0.25092662003756,0.40660762653778243,above,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.28125,16.0,School E,Year 10,All,All,All,120.0,6.0,7.5125,0.4303814214992722,7.082118578500728,7.942881421499273,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5652173913043478,46.0,School E,Year 10,All,All,All,300.0,6.0,0.52,0.054162843739015414,0.4658371562609846,0.5741628437390154,average,Climate change,Worries regarding climate change
social_score,11.65625,32.0,School E,Year 10,All,All,All,204.0,6.0,12.034313725490197,0.3642389908074976,11.6700747346827,12.398552716297694,below,Support from friends,The support young people receive from their peers
bully_score,7.977777777777778,45.0,School E,Year 10,All,All,All,294.0,6.0,7.595238095238095,0.23940977038699812,7.355828324851097,7.834647865625093,above,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.2,10.0,School E,All,Girl,All,All,58.0,5.0,17.482758620689655,0.6052414021712103,16.877517218518445,18.088000022860864,above,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.916666666666667,12.0,School E,All,Girl,All,All,94.0,7.0,5.797872340425532,0.40883642453308233,5.38903591589245,6.206708764958615,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.076923076923077,13.0,School E,All,Girl,All,All,95.0,7.0,11.705263157894738,0.364991122778951,11.340272035115786,12.070254280673689,above,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,,,School E,All,Girl,All,All,49.0,4.0,20.816326530612244,0.816363635520365,19.99996289509188,21.63269016613261,nan,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,,,School E,All,Girl,All,All,23.0,2.0,12.73913043478261,0.6673267538205668,12.071803680962043,13.406457188603175,nan,Self-esteem,How much young people value themselves
stress_score,8.5,12.0,School E,All,Girl,All,All,51.0,4.0,7.607843137254902,0.9497971211362581,6.658046016118643,8.55764025839116,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,3.583333333333333,12.0,School E,All,Girl,All,All,95.0,7.0,4.810526315789474,1.4714496981059801,3.339076617683494,6.281976013895454,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,,,School E,All,Girl,All,All,22.0,2.0,9.772727272727273,0.6141131705360958,9.158614102191178,10.386840443263369,nan,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.230769230769231,13.0,School E,All,Girl,All,All,103.0,7.0,2.9029126213592233,0.31680004810360335,2.58611257325562,3.219712669462827,above,Loneliness,How often young people feel lonely
support_score,4.083333333333333,12.0,School E,All,Girl,All,All,101.0,7.0,5.118811881188119,0.48451338158707585,4.6342984996010435,5.603325262775194,below,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.5,12.0,School E,All,Girl,All,All,102.0,7.0,0.4411764705882353,0.09624107610304841,0.34493539448518684,0.5374175466912837,average,Sleep,How much sleep young people get
physical_score,220.9090909090909,11.0,School E,All,Girl,All,All,88.0,7.0,243.4090909090909,53.044077049006404,190.3650138600845,296.4531679580973,average,Physical activity,How physically active young people are
free_like_score,0.4166666666666667,12.0,School E,All,Girl,All,All,101.0,7.0,0.44554455445544555,0.11725558422159807,0.3282889702338475,0.5628001386770436,average,Free time,How often young people can do things that they like in their free time
media_score,4.6923076923076925,13.0,School E,All,Girl,All,All,105.0,7.0,4.295238095238095,0.48393826321092237,3.8112998320271725,4.779176358449018,average,Social media use,How much time young people spend on social media
places_score,0.5384615384615384,13.0,School E,All,Girl,All,All,104.0,7.0,0.5192307692307693,0.1616640399007352,0.3575667293300341,0.6808948091315045,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,3.0454545454545454,11.0,School E,All,Girl,All,All,100.0,7.0,2.445,0.3479107670770651,2.0970892329229347,2.792910767077065,above,,
home_talk_score,1.9166666666666667,12.0,School E,All,Girl,All,All,99.0,7.0,2.4722222222222223,0.2363917112167601,2.2358305110054624,2.7086139334389823,below,,
peer_talk_score,2.769230769230769,13.0,School E,All,Girl,All,All,101.0,7.0,2.522277227722772,0.3955431627241483,2.1267340649986237,2.9178203904469204,average,,
talk_score,7.795454545454546,11.0,School E,All,Girl,All,All,82.0,6.0,7.365853658536586,0.3670435196604793,6.998810138876106,7.7328971781970655,above,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.76923076923077,13.0,School E,All,Girl,All,All,93.0,7.0,10.483870967741936,0.4505742585128844,10.033296709229052,10.93444522625482,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.333333333333333,12.0,School E,All,Girl,All,All,94.0,7.0,2.925531914893617,0.41812548011549105,2.507406434778126,3.3436573950091084,below,School connection,Feelings of belonging at school
staff_relationship_score,11.363636363636363,11.0,School E,All,Girl,All,All,90.0,7.0,11.844444444444445,0.7300582713412043,11.114386173103242,12.574502715785648,average,Support from staff,The support received from adults at school
home_relationship_score,12.4,10.0,School E,All,Girl,All,All,54.0,5.0,12.166666666666666,0.30781989282655725,11.858846773840108,12.474486559493224,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.583333333333333,12.0,School E,All,Girl,All,All,90.0,7.0,5.311111111111111,0.7810644841465151,4.530046626964596,6.0921755952576255,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,13.969696969696969,11.0,School E,All,Girl,All,All,52.0,5.0,15.42948717948718,0.9790942016684816,14.4503929778187,16.408581381155663,below,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,13.0,School E,All,Girl,All,All,105.0,7.0,0.9809523809523809,0.027355060221609696,0.9535973207307712,1.0083074411739905,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4545454545454545,11.0,School E,All,Girl,All,All,99.0,7.0,0.494949494949495,0.07262210981231415,0.4223273851371808,0.5675716047618091,average,Local connection,Young people's feelings of belonging in their local area
wealth_score,,,School E,All,Girl,All,All,36.0,3.0,0.4166666666666667,0.06139903313441729,0.3552676335322494,0.478065699801084,nan,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,,,School E,All,Girl,All,All,10.0,1.0,6.75,0.0,6.75,6.75,nan,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4166666666666667,12.0,School E,All,Girl,All,All,99.0,7.0,0.47474747474747475,0.09899505243233629,0.37575242231513845,0.573742527179811,average,Climate change,Worries regarding climate change
social_score,11.363636363636363,11.0,School E,All,Girl,All,All,56.0,5.0,11.785714285714286,0.7994117556870077,10.98630253002728,12.585126041401294,average,Support from friends,The support young people receive from their peers
bully_score,7.5,12.0,School E,All,Girl,All,All,101.0,7.0,7.435643564356436,0.4935926456231305,6.9420509187333055,7.929236209979567,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,19.166666666666668,12.0,School E,All,Boy,All,All,86.0,7.0,18.232558139534884,0.7988301056356281,17.433728033899257,19.03138824517051,above,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.7368421052631575,19.0,School E,All,Boy,All,All,126.0,7.0,4.912698412698413,0.3688699959785857,4.543828416719827,5.281568408676999,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.578947368421051,19.0,School E,All,Boy,All,All,123.0,7.0,12.113821138211382,0.6125312870999012,11.50128985111148,12.726352425311283,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.166666666666668,12.0,School E,All,Boy,All,All,69.0,5.0,21.057971014492754,0.36587821508174717,20.692092799411007,21.4238492295745,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.538461538461538,13.0,School E,All,Boy,All,All,76.0,6.0,12.618421052631579,0.6912378513793735,11.927183201252205,13.309658904010952,average,Self-esteem,How much young people value themselves
stress_score,7.833333333333333,18.0,School E,All,Boy,All,All,106.0,7.0,8.358490566037736,0.4978692389630312,7.860621327074704,8.856359805000766,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.2,20.0,School E,All,Boy,All,All,124.0,7.0,4.548387096774194,0.8295929634927736,3.7187941332814205,5.377980060266967,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,8.866666666666667,15.0,School E,All,Boy,All,All,75.0,6.0,9.6,0.6620075288499128,8.937992471150087,10.262007528849912,below,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.142857142857143,21.0,School E,All,Boy,All,All,133.0,7.0,2.8496240601503757,0.29819512798755904,2.5514289321628167,3.1478191881379347,average,Loneliness,How often young people feel lonely
support_score,4.9,20.0,School E,All,Boy,All,All,125.0,7.0,5.16,0.3954637638513369,4.764536236148663,5.555463763851337,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.5238095238095238,21.0,School E,All,Boy,All,All,129.0,7.0,0.4728682170542636,0.09324093753613986,0.3796272795181237,0.5661091545904035,average,Sleep,How much sleep young people get
physical_score,222.35294117647055,17.0,School E,All,Boy,All,All,121.0,7.0,226.36363636363637,64.27044238327326,162.0931939803631,290.6340787469096,average,Physical activity,How physically active young people are
free_like_score,0.3809523809523809,21.0,School E,All,Boy,All,All,130.0,7.0,0.37692307692307686,0.06956910947904353,0.3073539674440333,0.4464921864021204,average,Free time,How often young people can do things that they like in their free time
media_score,2.9,20.0,School E,All,Boy,All,All,134.0,7.0,3.6940298507462686,0.5560196610474591,3.1380101896988095,4.250049511793728,below,Social media use,How much time young people spend on social media
places_score,0.65,20.0,School E,All,Boy,All,All,132.0,7.0,0.4772727272727273,0.11709446761543044,0.3601782596572969,0.5943671948881577,above,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.75,20.0,School E,All,Boy,All,All,131.0,7.0,2.5477099236641223,0.20557391164714714,2.342136012016975,2.7532838353112696,average,,
